mouse,group,cable,differential_file,days_on_diet,body_weight,duration_min,min,max,mean,std,rms,peak_to_peak,diff_path,bad_std,bad_rms,bad_peak_to_peak,bad_candidate
24,CTRL,Cable1,Mouse24_Cable1_CTRL_2026-04-01_13-17-43_DIFF_Ch2_minus_Ch3.npy,,26.07,20.337040000000002,-1919.0,1018.0,0.20424997934802705,117.11387560391775,117.114053712712,2937.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse24_Cable1_CTRL_2026-04-01_13-17-43_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
24,CTRL,Cable1,Mouse24_Cable1_CTRL_2026-03-30_12-54-24_DIFF_Ch2_minus_Ch3.npy,35.0,25.2,20.134173333333333,-2858.0,1583.0,-0.03398401258755429,115.43622014192913,115.43622514431522,4441.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse24_Cable1_CTRL_2026-03-30_12-54-24_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
26,CTRL,Cable1,Mouse26_Cable1_CTRL_2026-02-21_14-36-19_DIFF_Ch3_minus_Ch4.npy,,33.0,30.618933333333334,-1690.0,2433.0,0.01089347767394466,164.41734192174923,164.41734228262322,4123.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-02-21_14-36-19_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
26,CTRL,Cable1,Mouse26_Cable1_CTRL_2026-03-04_13-38-17_DIFF_Ch3_minus_Ch4.npy,9.0,34.33,30.114373333333333,-33548.0,24712.0,27.465565501833453,2734.2738876861213,2734.411828926013,58260.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-04_13-38-17_DIFF_Ch3_minus_Ch4.npy,True,True,False,True
26,CTRL,Cable1,Mouse26_Cable1_CTRL_2026-03-09_13-51-01_DIFF_Ch3_minus_Ch4.npy,14.0,33.9,30.0242,-33770.0,33414.0,157.10529772650062,6994.604337548329,6996.368480392068,67184.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-09_13-51-01_DIFF_Ch3_minus_Ch4.npy,True,True,False,True
26,CTRL,Cable1,Mouse26_Cable1_CTRL_2026-03-14_13-38-05_DIFF_Ch3_minus_Ch4.npy,19.0,34.0,30.030493333333332,-32640.0,33388.0,-3.9647038765485925,5129.662853247075,5129.664385401811,66028.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-14_13-38-05_DIFF_Ch3_minus_Ch4.npy,True,True,False,True
26,CTRL,Cable1,Mouse26_Cable1_CTRL_2026-03-19_15-33-40_DIFF_Ch3_minus_Ch4.npy,24.0,32.3,28.956346666666665,-1415.0,1656.0,0.1595357793754829,172.40943481025587,172.40950862193415,3071.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-19_15-33-40_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
26,CTRL,Cable1,Mouse26_Cable1_CTRL_2026-03-24_15-03-43_DIFF_Ch3_minus_Ch4.npy,29.0,31.93,29.968373333333332,-947.0,1889.0,1.0311764224328936,169.37747154785805,169.3806104392107,2836.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-24_15-03-43_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
26,CTRL,Cable1,Mouse26_Cable1_CTRL_2026-04-01_13-41-00_DIFF_Ch3_minus_Ch4.npy,,31.6,20.294320000000003,-869.0,1199.0,-0.013795649882988606,155.7435464235894,155.74354703459372,2068.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-04-01_13-41-00_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
26,CTRL,Cable1,Mouse26_Cable1_CTRL_2026-03-30_13-16-59_DIFF_Ch3_minus_Ch4.npy,35.0,30.4,20.07781333333333,-901.0,1690.0,-0.07775282301658348,174.959669996714,174.95968727355617,2591.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse26_Cable1_CTRL_2026-03-30_13-16-59_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
1,HF,Cable1,Mouse1_Cable1_HF_2026-02-21_12-36-13_DIFF_Ch2_minus_Ch3.npy,,31.4,30.14792,-2927.0,2246.0,0.017699396840644397,357.09189348466106,357.0918939232998,5173.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse1_Cable1_HF_2026-02-21_12-36-13_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-03_12-16-25_DIFF_Ch2_minus_Ch3.npy,8.0,39.87,30.169933333333333,-6659.0,10779.0,0.0021058493113452906,453.84158211124975,453.8415821161354,17438.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse1_Cable1_HF_2026-03-03_12-16-25_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-08_11-08-40_DIFF_Ch2_minus_Ch3.npy,13.0,38.43,30.63676,-1708.0,2902.0,0.056031164305015715,474.8706727079658,474.87067601359365,4610.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse1_Cable1_HF_2026-03-08_11-08-40_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-13_12-37-21_DIFF_Ch2_minus_Ch3.npy,18.0,36.83,30.221040000000002,-20739.0,18401.0,-0.016610502704958754,488.39062989567117,488.39063017813834,39140.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse1_Cable1_HF_2026-03-13_12-37-21_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-19_12-55-20_DIFF_Ch2_minus_Ch3.npy,24.0,35.7,30.269266666666667,-4985.0,4473.0,-0.045437065978913706,262.3362919765342,262.3362959114204,9458.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse1_Cable1_HF_2026-03-19_12-55-20_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-26_11-06-11_DIFF_Ch2_minus_Ch3.npy,31.0,36.5,30.47136,-37585.0,13306.0,-0.5767474769751005,452.85314232612205,452.85350959476415,50891.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse1_Cable1_HF_2026-03-26_11-06-11_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
1,HF,Cable1,Mouse1_Cable1_HF_2026-03-31_10-10-35_DIFF_Ch2_minus_Ch3.npy,,35.6,20.70636,-10630.0,21844.0,0.18010698162303757,253.58921793714583,253.58928189593914,32474.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse1_Cable1_HF_2026-03-31_10-10-35_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
1,HF,Cable1,Mouse1_Cable1_HF_2026-04-02_11-07-38_DIFF_Ch2_minus_Ch3.npy,,35.6,20.402053333333335,-15472.0,16160.0,-0.16030870095428304,267.79048799773,267.790535980908,31632.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse1_Cable1_HF_2026-04-02_11-07-38_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-05_10-11-36_DIFF_Ch2_minus_Ch3.npy,10.0,39.9,30.121973333333337,-1520.0,5647.0,0.1352660383471999,247.6285794215916,247.62861636583253,7167.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse4_Cable1_HF_2026-03-05_10-11-36_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-10_11-57-39_DIFF_Ch2_minus_Ch3.npy,15.0,40.0,30.540039999999998,-1730.0,3460.0,0.021593073661112863,241.79500230060628,241.79500326477188,5190.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse4_Cable1_HF_2026-03-10_11-57-39_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-16_10-06-17_DIFF_Ch2_minus_Ch3.npy,21.0,39.2,30.458253333333335,-12144.0,14973.0,-0.6779036136456063,264.1005610765603,264.1014311098359,27117.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse4_Cable1_HF_2026-03-16_10-06-17_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-23_10-13-09_DIFF_Ch2_minus_Ch3.npy,28.0,38.8,30.21292,-29611.0,19993.0,-1.110951650265295,365.5419741090232,365.5436623019077,49604.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse4_Cable1_HF_2026-03-23_10-13-09_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-29_11-58-50_DIFF_Ch2_minus_Ch3.npy,34.0,38.45,30.800573333333332,-16616.0,21200.0,-0.07334279058874661,265.0717053518605,265.0717154984826,37816.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse4_Cable1_HF_2026-03-29_11-58-50_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
4,HF,Cable1,Mouse4_Cable1_HF_2026-03-31_10-34-19_DIFF_Ch2_minus_Ch3.npy,,38.17,20.55826666666667,-2799.0,2516.0,-0.3124485203032681,160.22641264132244,160.2267172851806,5315.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse4_Cable1_HF_2026-03-31_10-34-19_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
4,HF,Cable1,Mouse4_Cable1_HF_2026-04-02_11-35-16_DIFF_Ch2_minus_Ch3.npy,,37.9,20.24504,-4113.0,8357.0,-0.3824337549674719,156.92707938914776,156.92754538698685,12470.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse4_Cable1_HF_2026-04-02_11-35-16_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
9,HF,Cable1,Mouse9_Cable1_HF_2026-02-19_10-00-27_DIFF_Ch3_minus_Ch4.npy,,32.8,30.13533333333333,-4550.0,5432.0,-0.11645244784638188,157.5755986754601,157.57564170614148,9982.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse9_Cable1_HF_2026-02-19_10-00-27_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-03_12-57-35_DIFF_Ch3_minus_Ch4.npy,8.0,36.33,30.042546666666667,-8507.0,5877.0,0.19503228976149825,170.526209103411,170.52632063342685,14384.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse9_Cable1_HF_2026-03-03_12-57-35_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-08_11-46-38_DIFF_Ch3_minus_Ch4.npy,13.0,34.8,30.07452,-24209.0,20083.0,0.05561429852690362,401.27667839455904,401.27668224844643,44292.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse9_Cable1_HF_2026-03-08_11-46-38_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-13_13-13-55_DIFF_Ch3_minus_Ch4.npy,18.0,35.65,30.332706666666663,-15339.0,13784.0,0.03857750028242342,250.95813154905574,250.95813451413912,29123.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse9_Cable1_HF_2026-03-13_13-13-55_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-19_13-32-07_DIFF_Ch3_minus_Ch4.npy,24.0,35.0,30.3888,-6394.0,4207.0,-0.1050312395794942,160.69716503757863,160.69719936164438,10601.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse9_Cable1_HF_2026-03-19_13-32-07_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-29_13-02-32_DIFF_Ch3_minus_Ch4.npy,34.0,33.95,20.205986666666668,-9818.0,8602.0,0.1479475719737187,195.83791407842477,195.83796996260082,18420.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse9_Cable1_HF_2026-03-29_13-02-32_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
9,HF,Cable1,Mouse9_Cable1_HF_2026-03-31_10-58-10_DIFF_Ch3_minus_Ch4.npy,,33.93,21.36348,-35080.0,30324.0,-8.576439169398743,1602.8114122192846,1602.8343577703854,65404.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse9_Cable1_HF_2026-03-31_10-58-10_DIFF_Ch3_minus_Ch4.npy,True,True,False,True
9,HF,Cable1,Mouse9_Cable1_HF_2026-04-02_11-58-35_DIFF_Ch3_minus_Ch4.npy,,34.0,20.08516,-16602.0,5216.0,-0.07450807793747556,196.53687966825623,196.5368937914414,21818.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse9_Cable1_HF_2026-04-02_11-58-35_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-05_10-50-49_DIFF_Ch3_minus_Ch4.npy,10.0,37.4,30.143986666666667,-4819.0,6310.0,0.06843598214613505,164.54940834492598,164.5494225761635,11129.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse10_Cable1_HF_2026-03-05_10-50-49_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-10_12-49-22_DIFF_Ch3_minus_Ch4.npy,15.0,39.13,30.23336,-2780.0,4551.0,0.29206368946973366,173.42187892788414,173.42212486322612,7331.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse10_Cable1_HF_2026-03-10_12-49-22_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-16_10-44-00_DIFF_Ch3_minus_Ch4.npy,21.0,37.6,30.23913333333333,-2404.0,4207.0,0.05419820232943184,165.09152105410453,165.09152995051863,6611.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse10_Cable1_HF_2026-03-16_10-44-00_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-23_10-51-51_DIFF_Ch3_minus_Ch4.npy,28.0,36.5,30.92953333333333,-26630.0,21096.0,-0.09274630719722035,256.50974450895023,256.509761276105,47726.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse10_Cable1_HF_2026-03-23_10-51-51_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-29_12-39-17_DIFF_Ch3_minus_Ch4.npy,34.0,35.4,20.50716,-14220.0,13610.0,0.27990809063761146,234.04714248937603,234.0473098670042,27830.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse10_Cable1_HF_2026-03-29_12-39-17_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
10,HF,Cable1,Mouse10_Cable1_HF_2026-03-31_11-21-55_DIFF_Ch3_minus_Ch4.npy,,34.87,20.39812,-4075.0,8029.0,0.5534706139585412,203.6100260698671,203.6107783146375,12104.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse10_Cable1_HF_2026-03-31_11-21-55_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
10,HF,Cable1,Mouse10_Cable1_HF_2026-04-02_12-22-42_DIFF_Ch3_minus_Ch4.npy,,34.6,20.057893333333332,-2557.0,4311.0,-0.2734929956087113,232.30437591205853,232.30453690427498,6868.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse10_Cable1_HF_2026-04-02_12-22-42_DIFF_Ch3_minus_Ch4.npy,False,False,False,False
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-03_13-37-05_DIFF_Ch2_minus_Ch3.npy,8.0,31.33,30.017906666666665,-1312.0,969.0,0.11087870662089251,114.24645288218144,114.24650668728601,2281.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse14_Cable1_HF_2026-03-03_13-37-05_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-08_12-26-39_DIFF_Ch2_minus_Ch3.npy,13.0,29.8,30.09837333333333,-7820.0,9586.0,-0.07398317871442,129.0687596725061,129.06878087636014,17406.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse14_Cable1_HF_2026-03-08_12-26-39_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-13_13-50-04_DIFF_Ch2_minus_Ch3.npy,18.0,29.73,30.20768,-19178.0,17813.0,0.3558587308481375,160.21242722868234,160.21282243922354,36991.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse14_Cable1_HF_2026-03-13_13-50-04_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-19_14-09-18_DIFF_Ch2_minus_Ch3.npy,24.0,27.4,30.994533333333333,-1048.0,1203.0,0.13742810560141788,82.03136831508938,82.03148343246062,2251.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse14_Cable1_HF_2026-03-19_14-09-18_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-26_11-43-11_DIFF_Ch2_minus_Ch3.npy,31.0,26.8,30.216066666666666,-4024.0,8692.0,0.05529376203829751,87.23405226411074,87.2340697882297,12716.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse14_Cable1_HF_2026-03-26_11-43-11_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-29_13-48-59_DIFF_Ch2_minus_Ch3.npy,34.0,26.65,20.451853333333336,-17035.0,17976.0,0.04021607821687228,166.35349237982234,166.3534972409554,35011.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse14_Cable1_HF_2026-03-29_13-48-59_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
14,HF,Cable1,Mouse14_Cable1_HF_2026-03-31_11-46-25_DIFF_Ch2_minus_Ch3.npy,,26.87,20.328133333333334,-3907.0,2164.0,-0.09103442847679079,208.57495472415178,208.5749745905513,6071.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse14_Cable1_HF_2026-03-31_11-46-25_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
14,HF,Cable1,Mouse14_Cable1_HF_2026-04-02_12-46-08_DIFF_Ch2_minus_Ch3.npy,,27.4,20.643973333333335,-374.0,401.0,0.21700925790771544,70.31087689549058,70.31121178610742,775.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse14_Cable1_HF_2026-04-02_12-46-08_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
17,HF,Cable1,Mouse17_Cable1_HF_2026-02-19_10-59-12_DIFF_Ch2_minus_Ch3.npy,,31.6,30.39404,-19630.0,23374.0,-0.1908799663793735,325.6566712426896,325.65672718374907,43004.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse17_Cable1_HF_2026-02-19_10-59-12_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-05_11-29-30_DIFF_Ch2_minus_Ch3.npy,10.0,37.2,30.180413333333334,-11276.0,10229.0,-0.067085451889106,137.7805156902115,137.78053202219272,21505.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse17_Cable1_HF_2026-03-05_11-29-30_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-10_13-26-40_DIFF_Ch2_minus_Ch3.npy,15.0,36.73,30.2318,-7490.0,3913.0,-0.09831369617422714,127.56899421095005,127.56903209469088,11403.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse17_Cable1_HF_2026-03-10_13-26-40_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-16_11-21-18_DIFF_Ch2_minus_Ch3.npy,21.0,37.0,30.15106666666667,-4914.0,11421.0,0.06989691906975098,125.2721072429091,125.27212674277635,16335.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse17_Cable1_HF_2026-03-16_11-21-18_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-23_11-29-16_DIFF_Ch2_minus_Ch3.npy,28.0,37.0,30.526933333333332,-21023.0,33133.0,0.047674621754778296,363.44759478335396,363.44759791017276,54156.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse17_Cable1_HF_2026-03-23_11-29-16_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-29_13-25-51_DIFF_Ch2_minus_Ch3.npy,34.0,36.38,20.267853333333335,-17339.0,20014.0,0.0824445147619646,217.18796368277117,217.18797933073262,37353.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse17_Cable1_HF_2026-03-29_13-25-51_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
17,HF,Cable1,Mouse17_Cable1_HF_2026-03-31_12-09-43_DIFF_Ch2_minus_Ch3.npy,,35.77,20.72470666666667,-24705.0,27178.0,0.26154290563340504,531.0721635064058,531.0722279088467,51883.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse17_Cable1_HF_2026-03-31_12-09-43_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
17,HF,Cable1,Mouse17_Cable1_HF_2026-04-02_13-13-00_DIFF_Ch2_minus_Ch3.npy,,35.1,20.120546666666666,-16130.0,18689.0,-0.2692749898776773,449.019761949452,449.01984269090246,34819.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse17_Cable1_HF_2026-04-02_13-13-00_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-03_14-13-44_DIFF_Ch2_minus_Ch3.npy,8.0,33.03,30.278706666666668,-2548.0,2522.0,-0.011596708445935383,297.0720092916781,297.07200951802673,5070.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse21_Cable1_HF_2026-03-03_14-13-44_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-08_13-00-59_DIFF_Ch2_minus_Ch3.npy,13.0,33.03,30.272679999999998,-5152.0,6263.0,0.01693892535007362,545.3771220430945,545.3771223061484,11415.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse21_Cable1_HF_2026-03-08_13-00-59_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-13_14-26-02_DIFF_Ch2_minus_Ch3.npy,18.0,33.42,30.08448,-32920.0,32099.0,-2.090978914487913,1264.772591722175,1264.7743201711714,65019.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse21_Cable1_HF_2026-03-13_14-26-02_DIFF_Ch2_minus_Ch3.npy,True,True,False,True
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-19_14-50-19_DIFF_Ch2_minus_Ch3.npy,24.0,33.3,30.216586666666668,-16809.0,15834.0,0.16477616708527415,224.23798757955723,224.23804812055175,32643.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse21_Cable1_HF_2026-03-19_14-50-19_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-26_12-24-10_DIFF_Ch2_minus_Ch3.npy,31.0,33.2,33.31633333333333,-39886.0,27011.0,-0.24933716195259584,235.90693147775178,235.90706324370413,66897.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse21_Cable1_HF_2026-03-26_12-24-10_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-29_14-46-18_DIFF_Ch2_minus_Ch3.npy,34.0,32.98,20.20337333333333,-19401.0,24069.0,-0.9313916553869221,1019.4196604682934,1019.4200859506872,43470.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse21_Cable1_HF_2026-03-29_14-46-18_DIFF_Ch2_minus_Ch3.npy,True,True,False,True
21,HF,Cable1,Mouse21_Cable1_HF_2026-03-31_12-34-40_DIFF_Ch2_minus_Ch3.npy,,32.43,20.929160000000003,-16370.0,14386.0,-0.0921502184830479,263.64625806158654,263.64627416585927,30756.0,/Users/amanlizahra/Desktop/thesis_lfp_analysis/outputs/03a_differential_npy_filtered_Cable1/Mouse21_Cable1_HF_2026-03-31_12-34-40_DIFF_Ch2_minus_Ch3.npy,False,False,False,False
